id,source,target,draft_prediction,refined_prediction
455,Kết quả người bệnh có nhóm máu B yếu và có kháng thể chống B.,The result of this patient was B weak with B antibody.,Kết quả người bệnh có nhóm máu B yếu và có kháng thể chống B.,Results: The patient had weak B bloodgroup and had anti-B antibodies.
456,"Nhận xét một số đặc điểm lâm sàng, cận lâm sàng bệnh nhân thay van hai lá cơ học có bảo tồn lá sau tại bệnh viện Trung ương Huế",ASSESSMENT THE CLINICAL AND SUBCLINICAL IN PATIENTS WHO UNDERWENT MICHANICAL MITRL VALVE REPLACEMENT WITH POSTERIOR LEAFLET PRESERVATION AT HUE CENTER HOSPITAL,"Nhận xét một số đặc điểm lâm sàng, cận lâm sàng bệnh nhân thay van hai lá cơ học có bảo tồn lá sau tại bệnh viện Trung ương Huế","""Comments on some clinical and subclinical characteristics of patients with mechanical mitral valve replacement with preserved posterior leaflet at Hue Central Hospital"""
457,Xác định tỷ lệ nhiễm HPV và mối liên quan giữa tỉ lệ nhiễm HPV với đặc điểm dịch tễ học của phụ nữ đến khám tại bệnh viện Phụ sản Hải Phòng.,To determine the HPV infection rate and the relationship between the HPV infection rate and the epidemiological characteristics of women visiting Hai Phong Obstetrics and Gynecology Hospital.,Xác định tỷ lệ nhiễm HPV và mối liên quan giữa tỷ lệ nhiễm HPV với đặc điểm dịch tễ học của phụ nữ đến khám tại bệnh viện Phụ sản Hải Phòng.,Determine the rate of HPV infection and the relationship between the rate of HPV infection with the epidemiological characteristics of women examined at Hai Phong Obstetrics and Gynecology Hospital.
458,"Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, 800 phụ nữ tuổi từ 18 đến 69 đã có quan hệ tình dục đến khám tại Bệnh viện Phụ Sản Hải Phòng đồng ý tham gia nghiên cứu và được làm xét nghiệm HPV DNA từ 01/12/2018 đến 01/04/2019.","Methods: A cross-sectional descriptive study, 800 sexually active women aged 18 to 69 who came to Hai Phong Obstetrics and Gynecology Hospital agreed to participate in the study and had HPV DNA testing. cervix from December 1, 2018 to April 1, 2019.","Methods: A cross-sectional descriptive study, 800 womenaged 18 to 69 who had sexual intercourse at Hai Phong Obstetrics and Gynecology Hospital agreed to participate in the study and were tested for HPV DNA from 01/12/2018 to 01/04/2019.","Methods: A cross-sectional descriptive study, 800 womenaged 18 to 69 who had sexual intercourse at Hai Phong Obstetrics and Gynecology Hospital agreed to participate in the study and were tested for HPV DNA from 01/12/2018 to 01/04/2019."
459,"Kết quả và kết luận: Tỉ lệ dương tính với HPV 12,75%.",Results and conclusions: The rate of HPV positive is 12.75%.,Kết quả và kết luận: Tỉ lệ dương tính với HPV là 12.75%.,Results and conclusions: The positive rate of HPV was 12.75%.
460,Có mối liên quan có ý nghĩa thống kê giữa tỷ lệ nhiễm HPV với đặc điểm địa dư.,There is a statistically significant relationship between the prevalence of HPV infection with geographical characteristics.,Có mối liên quan có ý nghĩa thống kê giữa tỷ lệ nhiễm HPV với đặc điểm địa dư.,There is a statistically significant relationship between the rate of HPV infection and geographical characteristics.
461,Chưa tìm thấy mối liên quan giữa biểu hiện lâm sàng và kết quả xét nghiệm Thinpap Test của đối tượng nghiên cứu với tỷ lệ nhiễm HPV.,No association was found between clinical manifestations and Thinpap Test results of research subjects with the rate of HPV infection.,Chưa tìm thấy mối liên quan giữa biểu hiện lâm sàng và kết quả xét nghiệm Thinpap Test của đối tượng nghiên cứu với tỷ lệ nhiễm HPV.,No relationship was found between clinical manifestations and results of Thinpap Test of the study subjects with the rate of HPV infection.
462,"Xác định hàm lượng flavonoid tổng, anthocyanin tổng và hoạt tính chống oxy hoá của các phân đoạn cao chiết hoa đậu biếc (Clitoria ternatea)","Determination of total flavonoid, anthocyanin content and antioxidant activity of the fractions extract from butterfly pea (Clitoria ternatea) flowers","Xác định hàm lượng flavonoid tổng, anthocyanin tổng và hoạt tính chống oxy hoá của các phân đoạn cao chiết hoa đậu biếc (Clitoria ternatea)","Determination of total flavonoid content, total anthocyanin content and antioxidant activity of extracts from Clitoria ternatea flowers"
463,Mô tả một số đặc điểm lâm sàng bệnh nhân tăng tiết mồ hôi tay chân và đánh giá kết quả của thuốc HB trong điều trị.,Describe some clinical characteristics of patients with palmar and plantar hyperhidrosis and evaluate the results of HB herbal medication formular for treating palmar and plantar hyperhidrosis.,Mô tả một số đặc điểm lâm sàng bệnh nhân tăng tiết mồ hôi tay chân và đánh giá kết quả của thuốc HB trong điều trị.,To describe some clinical characteristics of palmar and plantar hyperhidrosis and evaluate the results of HB in treatment.
464,"Phương pháp: Thử nghiệm lâm sàng trên 50 bệnh nhân tăng tiết mồ hôi tay chân, so sánh kết quả sau và trước điều trị.",Methods: use randomized clinical trial and compare results before-after treatment on 50 patients with palmar and plantar hyperhidrosis.,"Phương pháp: Thử nghiệm lâm sàng trên 50 bệnh nhân tăng tiết mồ hôi tay chân, so sánh kết quả sau và trước điều trị.","Method: Clinical trial on 50 patients with palmar hyperhidrosis, comparing results before and after treatment."
465,"Kết quả: Độ tuổi trung bình là 24,02  7,59 (tuổi), nữ nhiều hơn nam, tuổi khởi phát bệnh dưới 12 tuổi chiếm đa số (76%).","Results: The average age was 24.02 - 7.59 (years old), females were more likely to develop hyperhidrosis than males, the onset age of the disease at under 12 years old accounted for the majority of the studied patients (76%).","Kết quả: Tuổi trung bình là 24.02  7.59 (tuổi), nữ nhiều hơn nam, tuổi khởi phát bệnh dưới 12 tuổi chiếm đa số (76%).","Results: The average age was 24.02  7.59 (years), female was morethanmale, the age of onset was lessthan 12 yearsold accounted for the majority (76%)."
466,"Sau 1 tháng điều trị, bệnh nhân có tần suất ra mồ hôi mức độ luôn luôn là 40,0% giảm còn 16,0%, mức độ thường xuyên là 54,0% giảm còn 18,0% (p < 0,05).","After 1 month of treatment, the percentage of patients who had hyperhidrosis quite frequently decreased from 40.0% to 16.0% and the proportion of the ones who had hyperhidrosis fairly frequently declined from 54.0% to 18.0% (p < 0.05).","Sau 1 tháng điều trị, bệnh nhân có tần suất ra mồ hôi mức độ luôn luôn là 40.0% giảm còn 16.0%, mức độ thường xuyên là 54.0% giảm còn 18.0% (p < 0.05).","After 1 month of treatment, the patient had always sweating frequency of 40.0% decreased to 16.0%, frequent sweating frequency of 54.0% decreased to 18.0% (p<0.05)."
467,"Mức tăng tiết mồ hôi ở độ 3 (50,0%) và độ 4 (16,0%) lần lượt giảm còn 12,0% và 4,0% (p < 0,05).","The percentage of patients who developed level 3 (50%) and level 4 (16%) of hyperhidrosis underwent a drop to 12.0% and 4.0%, respectively (p < 0.05).",Mức tăng tiết mồ hôi ở độ 3 (50.0%) và độ 4 (16.0%) giảm còn 12.0% và 4.0% (p < 0.05).,Level of sweating increased 3 (50.0%) and 4 (16.0%) decreased to 12.0% and 4.0% (p<0.05).
468,"Ảnh hưởng của tăng tiết mồ hôi tay chân tới chất lượng cuộc sống: có 16,0% số bệnh nhân giảm 80,0% triệu chứng bệnh và 58,0% số bệnh nhân giảm được 50,0% triệu chứng bệnh.",The quality of life effect of hyperhidrosis: 16.0% of patients decreased 80% of the total symptoms and 58.0% of patients decreased 50% of the total symptoms.,Ảnh hưởng của tăng tiết mồ hôi tay chân tới chất lượng cuộc sống: có 16.0% số bệnh nhân giảm 80.0% triệu chứng bệnh và 58.0% số bệnh nhân giảm được 50.0% triệu chứng bệnh.,The impact of hyperhidrosis on quality of life: 16.0% of patients reduced 80.0% of symptoms and 58.0% of patients reduced 50.0% of symptoms.
469,Kết luận: Thuốc HB có tác dụng cải thiện các triệu trứng lâm sàng của bệnh nhân tăng tiết mồ hôi tay chân.,Conclusions: HB herbal medication formular improved clinical symptoms patients with palmar and plantar hyperhidrosis.,Kết luận: Thuốc HB có tác dụng cải thiện các triệu chứng lâm sàng của bệnh nhân tăng tiết mồ hôi tay chân.,Conclusion: HB drug has the effect of improving clinical symptoms of patients with palmar hyperhidrosis.
470,"Đặc điểm lâm sàng, cận lâm sàng và thực trạng rối loạn đông máu do dùng thuốc chống đông kháng Vitamin K tại khoa cấp cứu Bệnh viện Tim Hà Nội",Clinical and laboratory testing of oral anticoagulation therapy vitamin k antagonists at the emergency department of hanoi heart hospital,"Đặc điểm lâm sàng, cận lâm sàng và thực trạng rối loạn đông máu do dùng thuốc chống đông kháng vitamin K tại khoa cấp cứu Bệnh viện Tim Hà Nội","""Characteristics of clinical, subclinical and current status of coagulation disorders caused by anticoagulants and vitamin K antagonists at the Emergency Department of Hanoi Heart Hospital"""
471,"Dị dạng động tĩnh mạch da đầu là loại bất thường mạch máu tương đối hiếm gặp, nhưng chiếm tỷ lệ cao trong các dị dạng động tĩnh mạch vùng đầu mặt cổ.",Arteriovenous malformations of the scalp are rare vascular malformations but constitute a high proportion in arteriovenous malformations of the head and neck.,"Dị dạng động tĩnh mạch da đầu là loại bất thường mạch máu tương đối hiếm gặp, nhưng chiếm tỷ lệ cao trong các dị dạng động tĩnh mạch vùng đầu mặt cổ.","Craniofacial arteriovenous malformation is a relatively rare vascular malformation, but it accounts for a high proportion of craniofacial vascular malformations."
472,"Nghiên cứu của chúng tôi là nghiên cứu hồi cứu cho nhóm 16 bệnh nhân dị dạng động tĩnh mạch da đầu, được chẩn đoán và điều trị tại khoa Phẫu thuật hàm mặt và tạo hình, Bệnh viện Việt Đức từ năm 2009 đến năm 2018.",We retrospectively assessed the outcome after treatment of scalp arteriovenous malformations by thePlastic and Maxillofacial Surgery Department at Viet Duc university hospital between January 2009 and December 2018.,"Nghiên cứu của chúng tôi là nghiên cứu hồi cứu cho nhóm 16 bệnh nhân dị dạng động tĩnh mạch da đầu, được chẩn đoán và điều trị tại khoa Phẫu thuật hàm mặt và tạo hình, Bệnh viện Việt Đức từ năm 2009 đến năm 2018.","Our study is a retrospective study for a group of 16 patients with scalp arteriovenous malformations, diagnosed and treated at the Department of Maxillofacial and Plastic Surgery, Viet Duc Hospital from 2009 to 2018."
473,Tất cả các bệnh nhân đều được điều trị bằng nút mạch và phẫu thuật cắt bỏ khối dị dạng.,Patients were treated by embolization and resection.,Tất cả các bệnh nhân đều được điều trị bằng nút mạch và phẫu thuật cắt bỏ khối dị dạng.,All patients were treated with embolization and surgical resection of the malformation.
